"Subject" "Activity Name" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"100" 2 "Walking" 0.26663115 -0.043309471 -0.14096216 -0.43377813 -0.10164616 -0.41532479 0.91969806 -0.34874928 0.028757953 -0.98991992 -0.97481912 -0.9608673 -0.19033716 0.27546072 -0.13423855 -0.30064632 -0.0098805129 -0.63386282 0.021095918 -0.11254143 0.079617546 -0.58459495 -0.54368081 -0.51378667 -0.10356989 -0.18684293 -0.18092303 -0.43683971 -0.74146345 -0.55914868 -0.30676319 -0.41030391 -0.30676319 -0.41030391 -0.3097675 -0.17049626 -0.47539664 -0.57702005 -0.62167293 -0.67550403 -0.33518233 -0.032724024 -0.46001158 -0.47764545 -0.19812091 -0.43631179 -0.10508736 0.11588121 0.018774368 -0.31899823 -0.086809456 -0.58032903 -0.343801 0.009338323 -0.68806549 -0.15051128 -0.36212764 -0.33255204 -0.49069108 -0.56881329 -0.44929404 -0.61450517 -0.53195591 -0.58130661 -0.052055321 -0.26038243 0.037795059 -0.35651805 -0.53424141 0.37325972 -0.16911669 -0.17794 0.22996295 -0.57958118 -0.64919079 0.089060102 -0.65130723 -0.73340191 0.232591
"101" 1 "Standing" 0.28858451 -0.020294171 -0.13290514 -0.9952786 -0.98311061 -0.91352645 0.96339614 -0.14083968 0.11537494 -0.98524969 -0.98170843 -0.87762497 0.077996345 0.0050008031 -0.067830808 -0.99351906 -0.98835999 -0.99357497 -0.0061008489 -0.031364791 0.1077254 -0.98531027 -0.97662344 -0.99220528 -0.0991674 -0.055517369 -0.061985797 -0.99211067 -0.99251927 -0.99205528 -0.95943388 -0.9505515 -0.95943388 -0.9505515 -0.99330586 -0.99433641 -0.96895908 -0.96433518 -0.99424782 -0.99136761 -0.99478319 -0.9829841 -0.93926865 -0.99542175 -0.98313297 -0.90616498 0.2524829 0.13183575 -0.052050251 -0.99233245 -0.98716991 -0.98969609 -0.99582068 -0.99093631 -0.99705167 0.87038451 0.210697 0.26370789 -0.98657442 -0.98176153 -0.98951478 -0.98503264 -0.97388607 -0.99403493 -0.25754888 0.097947109 0.54715105 -0.95215466 -0.95613397 -0.08843612 -0.99372565 -0.99375495 0.34698853 -0.98013485 -0.96130944 -0.1289889 -0.99199044 -0.99069746 -0.074323027
"102" 1 "Standing" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199 0.96656113 -0.14155127 0.10937881 -0.99741134 -0.98944741 -0.93163868 0.074006709 0.0057711041 0.029376633 -0.99554814 -0.98106363 -0.9918457 -0.01611162 -0.083893777 0.10058429 -0.98311996 -0.9890458 -0.98912123 -0.11050283 -0.044818731 -0.059242822 -0.98987256 -0.9972926 -0.993851 -0.97928915 -0.97605707 -0.97928915 -0.97605707 -0.99125349 -0.99169441 -0.98068314 -0.98375419 -0.9951232 -0.99610164 -0.99745072 -0.97685173 -0.97352267 -0.99868026 -0.97492981 -0.95543811 0.27130855 0.042863639 -0.014309755 -0.99503222 -0.98131147 -0.98973975 -0.99665235 -0.98208394 -0.99262682 0.60851352 -0.053675613 0.063148268 -0.97738671 -0.99253003 -0.98960578 -0.98490434 -0.98716807 -0.98978468 -0.048167435 -0.40160791 -0.068178329 -0.98085662 -0.97586576 -0.044149887 -0.99033549 -0.99196029 0.53206052 -0.98829555 -0.98332192 -0.27195846 -0.99585386 -0.99639947 0.15807454
"103" 1 "Standing" 0.27965306 -0.019467156 -0.11346169 -0.99537956 -0.96718701 -0.97894396 0.9668781 -0.14200984 0.10188392 -0.99957395 -0.99286582 -0.99291723 0.073635962 0.0031040366 -0.0090456308 -0.99074281 -0.98095561 -0.98968664 -0.031698294 -0.10233542 0.096126876 -0.97629211 -0.99355182 -0.98637871 -0.10848567 -0.042410306 -0.055828829 -0.98846185 -0.99563214 -0.99153184 -0.98370313 -0.98801962 -0.98370313 -0.98801962 -0.98853127 -0.9903969 -0.97631707 -0.98605146 -0.99340322 -0.99509104 -0.99359409 -0.97251146 -0.98330396 -0.99631281 -0.96550593 -0.97704932 0.12453124 -0.064610562 0.082676921 -0.9909937 -0.98164225 -0.98756628 -0.9912488 -0.98141476 -0.9904159 0.115434 -0.19343634 0.038254326 -0.97543322 -0.99371467 -0.9867557 -0.97664224 -0.99339895 -0.98732821 -0.21668507 -0.017264171 -0.11072029 -0.98779477 -0.98901548 0.25789914 -0.98928007 -0.99086668 0.66079504 -0.98925477 -0.98602772 -0.2127279 -0.9950305 -0.99512739 0.41450281
"104" 1 "Standing" 0.27917394 -0.026200646 -0.12328257 -0.99609149 -0.9834027 -0.9906751 0.96761519 -0.14397645 0.099850143 -0.99664558 -0.98139281 -0.97847643 0.077320614 0.020057642 -0.0098647722 -0.99269737 -0.98755275 -0.99349757 -0.043409983 -0.091386182 0.085537699 -0.9913848 -0.99240732 -0.98755418 -0.091169889 -0.03633262 -0.06046466 -0.9911194 -0.99664096 -0.99332889 -0.98654176 -0.98642135 -0.98654176 -0.98642135 -0.99307804 -0.9933808 -0.98205988 -0.98735112 -0.99550216 -0.9952666 -0.99549062 -0.98356972 -0.99107978 -0.99631211 -0.98324437 -0.99022911 0.029044377 0.080302267 0.18569468 -0.99444663 -0.98872722 -0.99135422 -0.99137827 -0.98692685 -0.99439076 0.035798053 -0.093035847 0.16809523 -0.98710958 -0.99360151 -0.98719126 -0.99281036 -0.99164605 -0.98867764 0.21686246 -0.13524536 -0.049727978 -0.98751866 -0.98674196 0.073581496 -0.99276892 -0.99169983 0.67892134 -0.9894128 -0.98783575 -0.035684195 -0.99522071 -0.99523693 0.40457253
"105" 1 "Standing" 0.27662877 -0.016569655 -0.11536185 -0.99813862 -0.98081727 -0.99048163 0.9682244 -0.14875022 0.094485896 -0.99842928 -0.98809824 -0.97874493 0.073444363 0.019121574 0.016779979 -0.99642017 -0.98835871 -0.9924549 -0.033960416 -0.074708034 0.077392035 -0.98518357 -0.99237812 -0.98740185 -0.090770099 -0.037632533 -0.058289319 -0.99135446 -0.99647298 -0.99451099 -0.99282715 -0.99127536 -0.99282715 -0.99127536 -0.99348 -0.99585371 -0.98520373 -0.98906257 -0.99580756 -0.99525804 -0.99728592 -0.98230099 -0.98836944 -0.99860647 -0.98012947 -0.99191496 0.18108977 0.057987891 0.55978632 -0.99629204 -0.98879002 -0.99062442 -0.99690254 -0.98860666 -0.99290652 0.2733502 0.079135382 0.29238418 -0.98244648 -0.9929838 -0.98866644 -0.98598182 -0.99195582 -0.98794433 -0.15334258 -0.088402726 -0.16223039 -0.99359085 -0.99006346 0.39431033 -0.99552281 -0.99438901 0.55905766 -0.99143303 -0.98905935 -0.27358201 -0.99509278 -0.99546483 0.087753013
"106" 1 "Standing" 0.27719877 -0.01009785 -0.10513725 -0.99733496 -0.99048681 -0.99542003 0.9679482 -0.14820997 0.091909715 -0.9989793 -0.98675389 -0.99730641 0.077932436 0.018684046 0.0093444336 -0.9948136 -0.98871446 -0.99226635 -0.028775508 -0.070393108 0.079012142 -0.9851808 -0.99211748 -0.98307675 -0.094247582 -0.043355261 -0.041935999 -0.99162156 -0.99601465 -0.99309059 -0.99429499 -0.99524897 -0.99429499 -0.99524897 -0.9930177 -0.99542431 -0.9858944 -0.98644027 -0.99527476 -0.99520498 -0.99665675 -0.9869395 -0.9927386 -0.9976438 -0.99226365 -0.99704592 0.15738377 0.31883523 0.60559943 -0.99485071 -0.98824433 -0.99015748 -0.995218 -0.9901788 -0.99306675 0.32883589 0.054771404 0.32094497 -0.98489022 -0.99278621 -0.9807784 -0.98528707 -0.99165953 -0.9853661 -0.36303968 -0.13323831 0.19483324 -0.99483599 -0.9952833 0.43796212 -0.99473292 -0.99515619 0.24690957 -0.99050002 -0.98586094 -0.29732906 -0.99514331 -0.9952387 0.01995331
"107" 1 "Standing" 0.27945388 -0.019640776 -0.11002215 -0.99692104 -0.96718593 -0.98311783 0.9679295 -0.14428214 0.093144628 -0.99933247 -0.98857468 -0.99201595 0.082170765 -0.01701467 -0.015798166 -0.99520561 -0.98483079 -0.98842507 -0.028600251 -0.083046734 0.095464555 -0.98817723 -0.98920571 -0.9791538 -0.097088606 -0.041589277 -0.044704559 -0.99041853 -0.99541459 -0.9904868 -0.9874657 -0.98274603 -0.9874657 -0.98274603 -0.9913143 -0.98944783 -0.98550069 -0.98462525 -0.99371877 -0.9952695 -0.99584913 -0.96761161 -0.98412325 -0.99746125 -0.96792578 -0.98288731 0.43226331 0.11041077 0.37958626 -0.99475512 -0.98324029 -0.98733724 -0.9962421 -0.98826343 -0.98790847 0.35640411 0.050785859 0.20893077 -0.98602735 -0.99049909 -0.97845604 -0.98878814 -0.98840583 -0.9811471 -0.30712543 -0.34567235 -0.079245503 -0.98213471 -0.98477295 0.21996177 -0.9878858 -0.99054611 0.29017664 -0.9882692 -0.98456854 -0.25703213 -0.99564148 -0.99463909 0.14584351
"108" 1 "Standing" 0.27743247 -0.030488303 -0.12536043 -0.99655926 -0.96672843 -0.98158533 0.96849148 -0.14670536 0.091708159 -0.99811827 -0.97295996 -0.97656878 0.072364228 0.0087478559 -0.0044681354 -0.99527281 -0.98129122 -0.99033964 -0.024200262 -0.07789261 0.094095607 -0.98910723 -0.98740324 -0.97851956 -0.10316236 -0.035546068 -0.063208931 -0.9911036 -0.99579433 -0.99073859 -0.97745766 -0.97599674 -0.97745766 -0.97599674 -0.99085085 -0.99038832 -0.98450563 -0.98683834 -0.99429068 -0.9952107 -0.99519276 -0.97429127 -0.98865193 -0.99727933 -0.96410195 -0.97807586 0.00077170101 -0.12296974 0.15723362 -0.99494703 -0.9807555 -0.99083807 -0.99612766 -0.98336934 -0.98816283 0.29494348 0.022930174 0.02694164 -0.98733016 -0.99001425 -0.98036083 -0.98960041 -0.9859172 -0.97968102 -0.088135904 -0.20811515 -0.075989386 -0.98218413 -0.9751195 -0.10976272 -0.98985144 -0.98979026 0.24979894 -0.98943061 -0.98706484 -0.19727152 -0.99562912 -0.99450684 0.13638192
"109" 1 "Standing" 0.27729342 -0.021750698 -0.12075082 -0.99732847 -0.96124532 -0.98367156 0.96848115 -0.15437401 0.085118255 -0.99778938 -0.9756451 -0.9689613 0.075284365 0.030762704 0.01121195 -0.99647892 -0.98005127 -0.99666607 -0.024831025 -0.066401639 0.077862982 -0.99088198 -0.99289135 -0.98724152 -0.1006944 -0.047715247 -0.067720045 -0.99241954 -0.99631178 -0.99395634 -0.98363087 -0.97751373 -0.98363087 -0.97751373 -0.99332542 -0.99288747 -0.98936978 -0.99091446 -0.99584954 -0.9955883 -0.99709991 -0.96820527 -0.99063224 -0.99736759 -0.95918148 -0.98005989 -0.027979677 0.15413523 0.16483929 -0.99669274 -0.98019053 -0.99630723 -0.99650656 -0.98128976 -0.99544136 0.28644948 0.15220008 0.25011504 -0.98909792 -0.99196691 -0.98402803 -0.99137591 -0.99351595 -0.98962879 -0.1840546 0.17672726 0.21279994 -0.9831308 -0.9766829 0.083767043 -0.99207263 -0.99289011 0.27234235 -0.99162928 -0.99175866 0.073417207 -0.99526037 -0.99600721 0.31403783
"110" 1 "Standing" 0.28058569 -0.0099602983 -0.10606516 -0.99480344 -0.9727584 -0.98624387 0.96841804 -0.15630201 0.08087447 -0.99736219 -0.99050162 -0.99674235 0.076369318 0.012518906 0.0030843751 -0.99115561 -0.9692003 -0.98861504 -0.0234154 -0.070925683 0.078975843 -0.98493784 -0.98730376 -0.98084404 -0.098429383 -0.043540216 -0.048562914 -0.98391251 -0.99307848 -0.98439956 -0.98677197 -0.98670243 -0.98677197 -0.98670243 -0.98538815 -0.98364308 -0.98452436 -0.98026379 -0.98979927 -0.9907352 -0.99351933 -0.97031864 -0.98609566 -0.99538845 -0.97479378 -0.98653557 0.0375992 0.16076246 0.25978658 -0.99153425 -0.97084854 -0.98677551 -0.99146811 -0.96931831 -0.98897477 0.21177858 -0.041894735 0.029956934 -0.98177767 -0.98800114 -0.97745298 -0.98586913 -0.9868624 -0.98378763 -0.17276785 -0.2490848 -0.060978402 -0.98499403 -0.98902313 0.42582119 -0.98231683 -0.98405698 0.25088355 -0.98478793 -0.98038779 -0.13996636 -0.99098121 -0.99059941 0.2673825
"111" 1 "Standing" 0.27688027 -0.012721805 -0.10343832 -0.99481511 -0.97307692 -0.98535702 0.96920266 -0.15236144 0.081258077 -0.99726455 -0.98648794 -0.99469268 0.07139686 0.016842441 0.0010303821 -0.99123356 -0.97326434 -0.98501751 -0.024708255 -0.068884585 0.085481775 -0.98466387 -0.98821559 -0.98090404 -0.099442952 -0.032515146 -0.045512651 -0.98591085 -0.99371782 -0.98476218 -0.98804033 -0.98590171 -0.98804033 -0.98590171 -0.98441139 -0.98602515 -0.9852507 -0.98024776 -0.99126117 -0.99034063 -0.99288633 -0.970608 -0.98367242 -0.99581075 -0.97510993 -0.98683043 0.25452243 0.14580566 0.35600115 -0.99098572 -0.97345576 -0.9817322 -0.99233125 -0.97492899 -0.98706537 0.29814706 -0.11664159 0.075871412 -0.98191251 -0.98782272 -0.97727189 -0.9854689 -0.98846395 -0.98394887 -0.27981371 -0.051035768 0.0988292 -0.98569656 -0.98718871 0.38084257 -0.98476304 -0.98661714 0.50187561 -0.98345836 -0.98117839 -0.047159012 -0.99131428 -0.9892975 0.12050339
"112" 1 "Standing" 0.27622817 -0.021441302 -0.10820234 -0.99824595 -0.98721376 -0.99272659 0.96925328 -0.15006376 0.082931213 -0.99812719 -0.99482045 -0.99230114 0.076084514 -0.0023115579 -0.0076736296 -0.99817933 -0.98978834 -0.98953173 -0.031173158 -0.074666711 0.091577535 -0.99416933 -0.99556652 -0.99579097 -0.094207555 -0.040316155 -0.057682038 -0.99571697 -0.9975568 -0.99655031 -0.99477563 -0.99611776 -0.99477563 -0.99611776 -0.99279492 -0.99527144 -0.99428671 -0.99563374 -0.99776102 -0.99781536 -0.99823935 -0.98491607 -0.9916394 -0.99818143 -0.98828445 -0.99319699 -0.079862491 0.28590026 0.59280773 -0.99819157 -0.98967537 -0.98895116 -0.99831707 -0.9906675 -0.98847204 0.36242301 0.085267402 0.23596642 -0.99258395 -0.99621833 -0.99512791 -0.99461526 -0.99509504 -0.99637239 0.076938014 -0.10682122 0.26552128 -0.9951378 -0.99671395 0.51963263 -0.99472936 -0.99480169 0.69936213 -0.99650333 -0.99552256 0.098996469 -0.99765225 -0.99787507 0.35144181
"113" 1 "Standing" 0.278457 -0.020414761 -0.11273172 -0.99913488 -0.98468004 -0.99627424 0.9689963 -0.1523621 0.083150803 -0.99915165 -0.98730738 -0.99361292 0.077102002 0.017027167 -0.00098523943 -0.99919161 -0.99013839 -0.99282486 -0.029168611 -0.075944066 0.086183519 -0.99544544 -0.9971092 -0.99586602 -0.098994495 -0.040496948 -0.054137882 -0.99602372 -0.99888814 -0.99789314 -0.99532501 -0.99656707 -0.99532501 -0.99656707 -0.99486033 -0.9971272 -0.99630809 -0.99738797 -0.99860153 -0.99915139 -0.99937732 -0.98715877 -0.99581923 -0.99895036 -0.98325916 -0.9960017 0.01088487 0.047539322 0.49317233 -0.99953805 -0.98974889 -0.99267475 -0.99880527 -0.99138489 -0.99132934 0.27214463 0.19726357 0.14741231 -0.99448722 -0.99805671 -0.99645488 -0.99568481 -0.99646211 -0.99589308 0.024244269 -0.10457271 0.066322633 -0.99595367 -0.99678792 0.49124359 -0.99681887 -0.99631669 0.53634844 -0.99790693 -0.99725026 0.15665584 -0.99904671 -0.99905917 0.68989704
"114" 1 "Standing" 0.27717497 -0.014712802 -0.10675647 -0.99918834 -0.99052638 -0.99336501 0.96904398 -0.15414125 0.081819604 -0.99957758 -0.99425118 -0.99511053 0.07761238 0.019489223 0.015207683 -0.99698535 -0.99236956 -0.9930363 -0.027087093 -0.071831343 0.083622237 -0.99761834 -0.99760953 -0.99617388 -0.10048744 -0.042113616 -0.053738021 -0.99751236 -0.99826836 -0.99637756 -0.99670013 -0.9983924 -0.99670013 -0.9983924 -0.99536254 -0.99600058 -0.99767246 -0.99841465 -0.99833451 -0.99915859 -0.99881956 -0.98880768 -0.99182892 -0.99938998 -0.9910295 -0.9941392 0.25197966 0.30563147 0.47807012 -0.99749097 -0.9920277 -0.99290396 -0.9966091 -0.99339182 -0.99152305 0.27096385 0.17085397 -0.022550317 -0.99630863 -0.997468 -0.99577517 -0.99806499 -0.99764892 -0.99660307 0.26934763 0.15387378 0.15501092 -0.99775726 -0.99848118 0.64707833 -0.99553335 -0.99545097 0.53008832 -0.99856385 -0.99842929 0.32533905 -0.999028 -0.99905443 0.74002287
"115" 1 "Standing" 0.29794572 0.027093908 -0.061668123 -0.98864079 -0.8166986 -0.90190653 0.94489486 -0.29262334 -0.021435523 -0.9640453 -0.81461226 -0.86787383 0.066656163 -0.068367084 -0.033607601 -0.99027112 -0.98429137 -0.99104766 -0.010548201 0.15705425 -0.17452147 -0.97753165 -0.94186755 -0.91159041 -0.084175874 -0.080866451 0.0075315612 -0.98467008 -0.99282912 -0.98983733 -0.90458778 -0.83989567 -0.90458778 -0.83989567 -0.99047837 -0.98912684 -0.84050608 -0.882544 -0.99144905 -0.98971134 -0.98933967 -0.88341385 -0.95494861 -0.98817595 -0.79942945 -0.88547351 -0.048520309 -0.10885964 -0.32172944 -0.98924824 -0.98354471 -0.98933823 -0.9925346 -0.98646367 -0.99130793 0.43167873 -0.3119645 -0.067300167 -0.97246478 -0.95036887 -0.91031729 -0.97906665 -0.93741192 -0.91991214 -0.019135493 -0.18081037 0.032643334 -0.90383853 -0.83625317 -0.32224521 -0.98902608 -0.98780475 0.16897904 -0.91104074 -0.88447314 -0.17333539 -0.99024194 -0.98927719 0.13095849
"116" 1 "Standing" 0.27920345 -0.023020143 -0.12208028 -0.99683904 -0.97484812 -0.98338551 0.95201342 -0.26311695 -0.0035761635 -0.99509379 -0.97591253 -0.97119457 0.074659313 -0.0012810862 -0.026636672 -0.99505528 -0.99527456 -0.99513244 -0.015810859 0.027702205 -0.02694145 -0.98874836 -0.96725751 -0.93401801 -0.099860486 -0.057413011 -0.022366509 -0.99476086 -0.99694746 -0.9966766 -0.98446381 -0.98754846 -0.98446381 -0.98754846 -0.99628275 -0.99754046 -0.93127833 -0.92308961 -0.99680193 -0.99809793 -0.9956289 -0.98317075 -0.98412856 -0.99746986 -0.97150398 -0.98329938 0.035257506 -0.17695413 0.37284782 -0.99478908 -0.99470375 -0.99357321 -0.99584517 -0.99645355 -0.995327 0.29352135 -0.038750943 0.31368835 -0.99083312 -0.97688822 -0.94907865 -0.98824485 -0.96247444 -0.93544517 -0.29813287 -0.30192144 -0.20795948 -0.99136765 -0.98608288 -0.076785005 -0.99681501 -0.99757854 0.54385269 -0.95640227 -0.91767988 -0.36092671 -0.997604 -0.99883527 0.66153997
"117" 1 "Standing" 0.27903836 -0.014800378 -0.11684896 -0.99694116 -0.98186562 -0.98257653 0.95272437 -0.26509148 -0.0077089922 -0.99928053 -0.99197906 -0.97103653 0.076711586 0.012251865 0.010057325 -0.99481489 -0.99243002 -0.99605297 -0.013406816 -0.046264419 0.060933625 -0.98911045 -0.98218028 -0.97436137 -0.094790394 -0.05064817 -0.034809761 -0.99563871 -0.99702529 -0.99496175 -0.98904307 -0.99093187 -0.98904307 -0.99093187 -0.99552049 -0.99892631 -0.97236443 -0.98189323 -0.99690565 -0.99779235 -0.99619504 -0.98725851 -0.98768709 -0.99727628 -0.97932377 -0.97998327 0.018894579 -0.17377908 0.077119723 -0.99494893 -0.99233802 -0.99355517 -0.99509342 -0.99309147 -0.99760124 0.29810065 0.042417242 0.21892784 -0.99075452 -0.98614115 -0.97429588 -0.98869915 -0.98002865 -0.97655213 -0.1417567 -0.21375383 0.078100498 -0.99273157 -0.99011174 0.015215303 -0.99885264 -0.99774096 0.63655806 -0.98656987 -0.9816707 -0.098182183 -0.99733245 -0.9984604 0.56066755
"118" 1 "Standing" 0.2801349 -0.013916951 -0.10637048 -0.99769492 -0.98751567 -0.99040744 0.95306401 -0.26471825 -0.011556695 -0.99863217 -0.99238313 -0.99072749 0.07525447 0.015419535 0.016625946 -0.99497881 -0.99145508 -0.99562514 -0.012725097 -0.077761376 0.094503668 -0.9891964 -0.9897621 -0.98196822 -0.10533471 -0.046139602 -0.046398495 -0.99646489 -0.99736626 -0.99343448 -0.99507155 -0.99268417 -0.99507155 -0.99268417 -0.99564686 -0.9967385 -0.9804895 -0.98867771 -0.99700147 -0.99768614 -0.99683409 -0.98804239 -0.98993731 -0.9981406 -0.98689854 -0.99059032 0.1330314 0.072583636 0.43064735 -0.99530791 -0.99136358 -0.99479031 -0.99500032 -0.99218538 -0.99493612 0.23929622 -0.067847456 0.13728835 -0.98907811 -0.99140219 -0.98219024 -0.98921392 -0.9887699 -0.98337078 0.01317909 -0.27067927 -0.12286176 -0.99343349 -0.99230619 0.19494092 -0.99635004 -0.99609913 0.48518842 -0.99244181 -0.98791994 -0.17698001 -0.99759265 -0.99761851 0.42861421
"119" 1 "Standing" 0.27773106 -0.018210718 -0.10918803 -0.99749074 -0.99322197 -0.99612795 0.95360569 -0.26305774 -0.011094388 -0.9987754 -0.99697129 -0.99493392 0.075021356 0.0042103143 -0.0051048322 -0.99576851 -0.99245139 -0.99513475 -0.02464236 -0.087790863 0.10782187 -0.99128786 -0.99769748 -0.99533142 -0.10413693 -0.041083288 -0.054341093 -0.99617306 -0.99845498 -0.99594305 -0.99872681 -0.99741361 -0.99872681 -0.99741361 -0.99585704 -0.99731242 -0.98856897 -0.99388286 -0.99808075 -0.99848741 -0.99680119 -0.99094436 -0.99596151 -0.99781366 -0.99394956 -0.99565162 0.046132032 0.26334564 0.3271787 -0.99575245 -0.9924115 -0.99550105 -0.99615735 -0.99303791 -0.9931084 0.32829076 -0.052247515 0.066680889 -0.99051434 -0.99790133 -0.99428753 -0.99146979 -0.99749133 -0.99613008 -0.032881452 -0.032916715 0.071666087 -0.99704386 -0.99731449 0.53206601 -0.99674065 -0.99704535 0.43731909 -0.9956098 -0.99348569 -0.10858525 -0.99850483 -0.99819704 0.34841264
"120" 1 "Standing" 0.27556818 -0.016979698 -0.11142918 -0.99781139 -0.9905223 -0.99762104 0.95359464 -0.26348997 -0.011425851 -0.9987486 -0.99585747 -0.99422799 0.076113384 0.01842771 -0.0060482131 -0.99667367 -0.99275996 -0.99654064 -0.029461913 -0.084376762 0.10074789 -0.99590036 -0.99754503 -0.99504298 -0.097122835 -0.039561886 -0.054821896 -0.99662474 -0.99929097 -0.99715752 -0.99797237 -0.99879494 -0.99797237 -0.99879494 -0.99645316 -0.99991721 -0.993472 -0.99528437 -0.99869585 -0.99967043 -0.99720497 -0.99029766 -0.99669495 -0.99809595 -0.99012472 -0.9976144 -0.020005744 0.21234796 0.46552508 -0.9966077 -0.9930446 -0.99488302 -0.9970498 -0.99288054 -0.99692498 0.15322251 -0.0085673308 0.23363094 -0.99517802 -0.9982421 -0.995936 -0.99606208 -0.99703422 -0.99502512 0.047905446 -0.19412723 0.073319687 -0.99989278 -0.99727464 0.66003688 -0.99947946 -0.99958203 0.60844786 -0.99720378 -0.99453695 -0.056741167 -0.99957244 -0.99956029 0.66715565
"121" 1 "Standing" 0.27756171 -0.014318487 -0.10787724 -0.99790424 -0.99431129 -0.99595166 0.95313551 -0.2634369 -0.012458678 -0.9990282 -0.99464403 -0.99675098 0.075342269 0.018055718 -0.0049718288 -0.99611698 -0.99343265 -0.9939722 -0.029814933 -0.078706495 0.093773469 -0.99747587 -0.99822808 -0.99813809 -0.096999665 -0.039383672 -0.055209671 -0.99721308 -0.99885611 -0.99589195 -0.99844133 -0.99798984 -0.99844133 -0.99798984 -0.99547632 -0.99763356 -0.99698274 -0.99900144 -0.99843291 -0.9991886 -0.99719829 -0.99261084 -0.99417669 -0.99825827 -0.99458578 -0.99675387 0.090345729 0.35771894 0.40806341 -0.99612215 -0.99357857 -0.99215543 -0.99644693 -0.99369185 -0.99446029 0.30277895 0.14594653 0.087776392 -0.99678336 -0.99846765 -0.99695895 -0.99765151 -0.99799488 -0.9988931 0.24488852 0.040963158 0.53805287 -0.99725253 -0.99819256 0.66457149 -0.99832359 -0.995093 0.28475946 -0.9988685 -0.99922087 0.48005633 -0.99904676 -0.99915254 0.60113375
"122" 1 "Standing" 0.27715238 -0.017983328 -0.10660117 -0.99776322 -0.98995727 -0.99658567 0.95318325 -0.26189643 -0.012015606 -0.99904052 -0.99499448 -0.99536331 0.073413536 0.0045245992 -0.005894406 -0.99550617 -0.98680662 -0.99249984 -0.02917889 -0.07955402 0.094585279 -0.99758401 -0.99864863 -0.99768157 -0.097217687 -0.040646212 -0.054870288 -0.99666843 -0.99847664 -0.99586503 -0.997891 -0.99752775 -0.997891 -0.99752775 -0.99306888 -0.99440487 -0.99707363 -0.99843242 -0.99818838 -0.99867706 -0.99657474 -0.98697802 -0.99542528 -0.99844386 -0.99134414 -0.99683996 0.12662814 0.44121188 0.55619075 -0.9958259 -0.98689999 -0.99113965 -0.99549079 -0.98761657 -0.99236996 0.32105115 0.30897727 0.40567757 -0.99638039 -0.99844454 -0.99640039 -0.99797979 -0.99874253 -0.99850636 0.1732064 0.17626505 0.51947182 -0.99671069 -0.99781715 0.68400956 -0.99449599 -0.99278698 0.37712092 -0.99852538 -0.99850046 0.34517548 -0.99842415 -0.99888625 0.57633902
